id|name|type|area|population2025|population2035|density2025|density2035|departmentId|departmentName|lat|lng
05001|Medellín|municipio|375|2634570|2760854|7028.69|7365.60|05|ANTIOQUIA|6.2476433298350456|-75.56581512674175
05002|Abejorral|municipio|507|21622|22665|42.64|44.69|05|ANTIOQUIA|5.789752220317858|-75.42801798081977
05004|Abriaquí|municipio|297|2872|3021|9.67|10.17|05|ANTIOQUIA|6.632671855611354|-76.06634729235577
05021|Alejandría|municipio|129|4989|5240|38.69|40.64|05|ANTIOQUIA|6.3758395606004665|-75.14173816788407
05030|Amagá|municipio|84|32628|34193|387.82|406.42|05|ANTIOQUIA|6.037330096067161|-75.70228728755724
05031|Amalfi|municipio|1209|28059|29377|23.21|24.30|05|ANTIOQUIA|6.907850375000348|-75.07445844933291
05034|Andes|municipio|403|46485|48778|115.48|121.19|05|ANTIOQUIA|5.65640743604768|-75.8797579694556
05036|Angelópolis|municipio|82|6183|6464|75.51|78.95|05|ANTIOQUIA|6.111378005880063|-75.7094403248297
05038|Angostura|municipio|339|12190|12795|35.99|37.78|05|ANTIOQUIA|6.885613001759138|-75.33583665790619
05040|Anorí|municipio|1414|19812|20750|14.01|14.68|05|ANTIOQUIA|7.0736014341519295|-75.14696696735851
05042|Santa Fe de Antioquia|municipio|526|28246|29593|53.74|56.30|05|ANTIOQUIA|6.559304746853023|-75.82554116710203
05044|Anzá|municipio|256|7537|7909|29.45|30.90|05|ANTIOQUIA|6.303238881174947|-75.85388812497597
05045|Apartadó|municipio|535|132328|138614|247.26|259.01|05|ANTIOQUIA|7.882769586844133|-76.6246924930277
05051|Arboletes|municipio|754|32478|34795|43.06|46.13|05|ANTIOQUIA|8.850274356239412|-76.42637467965854
05055|Argelia|municipio|245|8075|8455|32.90|34.46|05|ANTIOQUIA|5.7308674957602515|-75.14247722196589
05059|Armenia|municipio|110|5450|5698|49.35|51.60|05|ANTIOQUIA|6.156330024755748|-75.78762726825538
05079|Barbosa|municipio|206|56505|59279|274.74|288.23|05|ANTIOQUIA|6.437959528588674|-75.33181557795535
05086|Belmira|municipio|296|6436|6763|21.73|22.84|05|ANTIOQUIA|6.605081889642885|-75.66637956683675
05088|Bello|municipio|148|570329|597042|3859.87|4040.66|05|ANTIOQUIA|6.336763653573097|-75.55959318370923
05091|Betania|municipio|181|10985|11498|60.85|63.69|05|ANTIOQUIA|5.7465062602781725|-75.97766476712631
05093|Betulia|municipio|262|16722|17545|63.74|66.87|05|ANTIOQUIA|6.112734623288922|-75.9844927934408
05101|Ciudad Bolívar|municipio|264|27884|29260|105.71|110.92|05|ANTIOQUIA|5.850500392183661|-76.02211169407822
05107|Briceño|municipio|376|8599|9009|22.85|23.94|05|ANTIOQUIA|7.113101872390654|-75.55111020393029
05113|Buriticá|municipio|355|10105|10582|28.45|29.79|05|ANTIOQUIA|6.71929640851882|-75.90801482355174
05120|Cáceres|municipio|1874|31368|32856|16.73|17.53|05|ANTIOQUIA|7.579035704425523|-75.34959846701801
05125|Caicedo|municipio|200|8938|9371|44.66|46.82|05|ANTIOQUIA|6.40528772140429|-75.98355033800924
05129|Caldas|municipio|133|86667|90860|652.83|684.41|05|ANTIOQUIA|6.09148251360607|-75.63527279939754
05134|Campamento|municipio|206|9839|10307|47.68|49.95|05|ANTIOQUIA|6.979542492897042|-75.2965070416172
05138|Cañasgordas|municipio|365|16487|17299|45.19|47.42|05|ANTIOQUIA|6.750924304278618|-76.0259782283167
05142|Caracolí|municipio|263|4850|5082|18.46|19.34|05|ANTIOQUIA|6.408632055869871|-74.75760976793387
05145|Caramanta|municipio|92|4973|5228|54.02|56.79|05|ANTIOQUIA|5.548931830943378|-75.64347491624282
05147|Carepa|municipio|387|52540|54942|135.66|141.87|05|ANTIOQUIA|7.755265645030667|-76.65576935168818
05148|El Carmen de Viboral|municipio|424|64717|67870|152.76|160.20|05|ANTIOQUIA|6.0879187954086635|-75.33749033658717
05150|Carolina|municipio|150|4242|4463|28.36|29.84|05|ANTIOQUIA|6.72376952619297|-75.2810908789624
05154|Caucasia|municipio|1429|98488|103229|68.92|72.23|05|ANTIOQUIA|7.9832059610386175|-75.19816855645493
05172|Chigorodó|municipio|722|62675|65630|86.85|90.94|05|ANTIOQUIA|7.664552020907265|-76.67748789767046
05190|Cisneros|municipio|47|10495|10996|223.61|234.28|05|ANTIOQUIA|6.538261737928017|-75.08703128733278
05197|Cocorná|municipio|242|16686|17764|69.01|73.48|05|ANTIOQUIA|6.057353796248057|-75.18553604732078
05206|Concepción|municipio|202|5093|5336|25.21|26.41|05|ANTIOQUIA|6.394628052728446|-75.25756740774064
05209|Concordia|municipio|248|22905|24023|92.40|96.91|05|ANTIOQUIA|6.04628007144264|-75.90674378923651
05212|Copacabana|municipio|68|84787|88912|1251.27|1312.15|05|ANTIOQUIA|6.3578708942762026|-75.50510827542881
05234|Dabeiba|municipio|1957|24765|25965|12.65|13.27|05|ANTIOQUIA|6.998103222440198|-76.25950941641788
05237|Donmatías|municipio|203|20498|21483|100.81|105.65|05|ANTIOQUIA|6.485679854635288|-75.3938152676658
05240|Ebéjico|municipio|238|12914|13527|54.31|56.89|05|ANTIOQUIA|6.3266485461438355|-75.76741843443607
05250|El Bagre|municipio|1560|56681|59345|36.32|38.04|05|ANTIOQUIA|7.604943133556276|-74.80900367820118
05264|Entrerríos|municipio|214|12158|12742|56.76|59.49|05|ANTIOQUIA|6.566282959717698|-75.51697700819486
05266|Envigado|municipio|83|250012|261707|2999.93|3140.26|05|ANTIOQUIA|6.167291852827353|-75.58369497631188
05282|Fredonia|municipio|258|26163|27441|101.37|106.31|05|ANTIOQUIA|5.927175691712644|-75.6721987799032
05284|Frontino|municipio|1384|22049|23129|15.93|16.71|05|ANTIOQUIA|6.7730070924247485|-76.13134509980789
05306|Giraldo|municipio|93|5988|6286|64.05|67.23|05|ANTIOQUIA|6.680772118405426|-75.95322325454516
05308|Girardota|municipio|83|56312|59014|679.64|712.25|05|ANTIOQUIA|6.377428995821943|-75.44556767918492
05310|Gómez Plata|municipio|332|10464|10966|31.50|33|05|ANTIOQUIA|6.681796677634777|-75.21973962834645
05313|Granada|municipio|190|10855|11399|57.06|59.92|05|ANTIOQUIA|6.139836264452333|-75.18283515819974
05315|Guadalupe|municipio|118|7015|7358|59.34|62.25|05|ANTIOQUIA|6.81474647043332|-75.24018030579002
05318|Guarne|municipio|152|60148|63024|396.20|415.15|05|ANTIOQUIA|6.282546759556999|-75.44464353324024
05321|Guatapé|municipio|83|9072|9473|108.87|113.68|05|ANTIOQUIA|6.2338496770873935|-75.15929455085814
05347|Heliconia|municipio|115|5754|6046|50.10|52.64|05|ANTIOQUIA|6.208321434703683|-75.73267016303923
05353|Hispania|municipio|54|5876|6160|108.45|113.69|05|ANTIOQUIA|5.799136942336142|-75.9084036607576
05360|Itagüí|municipio|20|301428|315760|15340.19|16069.58|05|ANTIOQUIA|6.168297587984889|-75.61879464100878
05361|Ituango|municipio|2841|29074|30494|10.23|10.73|05|ANTIOQUIA|7.172231174068721|-75.76439900558287
05364|Jardín|municipio|201|15637|16396|77.73|81.51|05|ANTIOQUIA|5.598821019865199|-75.81981810182697
05368|Jericó|municipio|205|14576|15271|71.10|74.49|05|ANTIOQUIA|5.7914371414059|-75.78472803664121
05376|La Ceja|municipio|133|70868|74322|533.99|560.01|05|ANTIOQUIA|6.029905137698197|-75.43057258236018
05380|La Estrella|municipio|37|78143|81910|2133.20|2236.04|05|ANTIOQUIA|6.151153193679575|-75.63662451337399
05390|La Pintada|municipio|54|8689|9211|160.03|169.64|05|ANTIOQUIA|5.7469939793022045|-75.60596691210307
05400|La Unión|municipio|168|23240|24328|138.55|145.03|05|ANTIOQUIA|5.973846915386043|-75.36097782604449
05411|Liborina|municipio|216|10709|11244|49.48|51.96|05|ANTIOQUIA|6.677599170129652|-75.811829980769
05425|Maceo|municipio|387|8785|9210|22.69|23.79|05|ANTIOQUIA|6.551319161960968|-74.78769076527406
05440|Marinilla|municipio|115|70392|73758|612.79|642.09|05|ANTIOQUIA|6.173043272545287|-75.33789137869697
05467|Montebello|municipio|76|7062|7413|92.89|97.50|05|ANTIOQUIA|5.945736427098339|-75.52418258484511
05475|Murindó|municipio|1266|5332|5558|4.21|4.39|05|ANTIOQUIA|6.980630530762106|-76.82168912309928
05480|Mutatá|municipio|1075|15148|15836|14.09|14.73|05|ANTIOQUIA|7.244097191947022|-76.43672519645885
05483|Nariño|municipio|317|10889|11441|34.38|36.12|05|ANTIOQUIA|5.609707775486118|-75.17727730781434
05490|Necoclí|municipio|1256|45834|48065|36.50|38.28|05|ANTIOQUIA|8.42578818064993|-76.7825615065924
05495|Nechí|municipio|937|28100|29411|29.98|31.38|05|ANTIOQUIA|8.091723256420707|-74.77564629452856
05501|Olaya|municipio|87|3350|3499|38.50|40.22|05|ANTIOQUIA|6.628041360364222|-75.81247572775065
05541|Peñol|municipio|118|22736|23848|192.17|201.56|05|ANTIOQUIA|6.220020099829339|-75.24352824273964
05543|Peque|municipio|434|8717|9117|20.07|21|05|ANTIOQUIA|7.02143107093327|-75.9088118183259
05576|Pueblorrico|municipio|75|9280|9734|123.02|129.03|05|ANTIOQUIA|5.793652496081632|-75.83838069933195
05579|Puerto Berrío|municipio|1220|42468|44499|34.81|36.47|05|ANTIOQUIA|6.48954233810127|-74.4047633986412
05585|Puerto Nare|municipio|669|15350|16101|22.93|24.06|05|ANTIOQUIA|6.186440738286221|-74.58374552007751
05591|Puerto Triunfo|municipio|370|19688|20592|53.27|55.72|05|ANTIOQUIA|5.872525375961843|-74.63988606625897
05604|Remedios|municipio|1973|30723|32180|15.57|16.31|05|ANTIOQUIA|7.028136873596584|-74.69360480152031
05607|Retiro|municipio|238|25589|26817|107.40|112.55|05|ANTIOQUIA|6.06097687967412|-75.50263076532227
05615|Rionegro|municipio|196|147907|155044|754.86|791.28|05|ANTIOQUIA|6.149025305920226|-75.37895302164341
05628|Sabanalarga|municipio|266|9731|10189|36.62|38.34|05|ANTIOQUIA|6.853736954193193|-75.8169670780503
05631|Sabaneta|municipio|16|90253|94223|5699.47|5950.18|05|ANTIOQUIA|6.150394685310916|-75.61681204228806
05642|Salgar|municipio|288|19448|20388|67.47|70.73|05|ANTIOQUIA|5.963483193342744|-75.96372255693913
05647|San Andrés de Cuerquía|municipio|219|7697|8098|35.19|37.02|05|ANTIOQUIA|6.913258250682361|-75.67563985786794
05649|San Carlos|municipio|718|17103|17906|23.83|24.95|05|ANTIOQUIA|6.188012917274818|-74.99315482711108
05652|San Francisco|municipio|356|6048|6361|16.97|17.85|05|ANTIOQUIA|5.964393423381931|-75.10370803996481
05656|San Jerónimo|municipio|161|16609|17391|102.98|107.84|05|ANTIOQUIA|6.442835958971035|-75.72777044109547
05658|San José de la Montaña|municipio|126|3941|4113|31.26|32.62|05|ANTIOQUIA|6.849739572087521|-75.68411764742098
05659|San Juan de Urabá|municipio|252|21853|22892|86.72|90.84|05|ANTIOQUIA|8.760647546551176|-76.52821477997475
05660|San Luis|municipio|426|13893|14580|32.64|34.25|05|ANTIOQUIA|6.043262085245662|-74.99450365667005
05664|San Pedro de los Milagros|municipio|221|23751|24859|107.50|112.51|05|ANTIOQUIA|6.459785681071824|-75.5598940118175
05665|San Pedro de Urabá|municipio|603|33393|34985|55.42|58.06|05|ANTIOQUIA|8.277285516357935|-76.3795712602558
05667|San Rafael|municipio|364|16753|17562|46.03|48.26|05|ANTIOQUIA|6.295134948815488|-75.0278689086913
05670|San Roque|municipio|425|23105|24243|54.38|57.06|05|ANTIOQUIA|6.485843328863505|-75.0196221562986
05674|San Vicente Ferrer|municipio|230|23714|24882|102.88|107.95|05|ANTIOQUIA|6.281219458487696|-75.33312535853946
05679|Santa Bárbara|municipio|196|28051|29040|142.99|148.03|05|ANTIOQUIA|5.87410568600538|-75.56740006448115
05686|Santa Rosa de Osos|municipio|865|39340|41272|45.49|47.73|05|ANTIOQUIA|6.647108830203023|-75.46050652257576
05690|Santo Domingo|municipio|266|13163|13799|49.49|51.89|05|ANTIOQUIA|6.471626965553041|-75.16442274331352
05697|El Santuario|municipio|83|38386|40287|459.98|482.76|05|ANTIOQUIA|6.139287742034456|-75.26367405709074
05736|Segovia|municipio|1127|41222|43211|36.57|38.32|05|ANTIOQUIA|7.079749089154808|-74.70043789520054
05756|Sonsón|municipio|1346|38784|40668|28.80|30.21|05|ANTIOQUIA|5.7120521900469186|-75.31013913944072
05761|Sopetrán|municipio|219|16200|16991|73.95|77.56|05|ANTIOQUIA|6.501557779986573|-75.7433156086783
05789|Támesis|municipio|252|17270|18138|68.47|71.90|05|ANTIOQUIA|5.664906839988118|-75.7144535736408
05790|Tarazá|municipio|1149|29306|30663|25.51|26.69|05|ANTIOQUIA|7.58319813731093|-75.39996812928072
05792|Tarso|municipio|120|6593|6927|54.72|57.50|05|ANTIOQUIA|5.864972221407948|-75.82245120120277
05809|Titiribí|municipio|140|11457|12008|81.63|85.56|05|ANTIOQUIA|6.06318702612337|-75.79392831148355
05819|Toledo|municipio|123|5296|5549|43.20|45.27|05|ANTIOQUIA|7.011146974914459|-75.69226740182316
05837|Turbo|municipio|2920|135464|142117|46.40|48.68|05|ANTIOQUIA|8.095165894266112|-76.72845693563642
05842|Uramita|municipio|266|7329|7671|27.55|28.85|05|ANTIOQUIA|6.899409716143165|-76.1745155374517
05847|Urrao|municipio|2563|32366|33942|12.63|13.24|05|ANTIOQUIA|6.314354579048927|-76.13206597768878
05854|Valdivia|municipio|568|14823|15558|26.11|27.41|05|ANTIOQUIA|7.163650109054342|-75.43921452357843
05856|Valparaíso|municipio|126|6966|7311|55.21|57.94|05|ANTIOQUIA|5.615871640766776|-75.62464165783514
05858|Vegachí|municipio|541|12644|13270|23.38|24.54|05|ANTIOQUIA|6.778731149212714|-74.80216270093074
05861|Venecia|municipio|140|12407|13003|88.83|93.10|05|ANTIOQUIA|5.963918769786514|-75.73544896200112
05873|Vigía del Fuerte|municipio|1662|9827|10302|5.91|6.20|05|ANTIOQUIA|6.588134779571634|-76.89642514853887
05885|Yalí|municipio|441|8152|8546|18.48|19.37|05|ANTIOQUIA|6.672814865050634|-74.84210749359434
05887|Yarumal|municipio|738|44770|46940|60.64|63.58|05|ANTIOQUIA|6.962168490020818|-75.4191766839144
05890|Yolombó|municipio|1013|24178|25364|23.88|25.05|05|ANTIOQUIA|6.594897536970474|-75.01549856759057
05893|Yondó|municipio|1895|20870|21812|11.01|11.51|05|ANTIOQUIA|7.009064052933371|-73.90980146787541
05895|Zaragoza|municipio|1167|26392|27678|22.61|23.71|05|ANTIOQUIA|7.4868019890958175|-74.8673622375353
08001|Barranquilla|municipio|154|1342818|1381960|8708.17|8962.01|08|ATLÁNTICO|11.004103766271351|-74.80690357284891
08078|Baranoa|municipio|121|70200|72482|578.51|597.30|08|ATLÁNTICO|10.79658034618758|-74.91494729976792
08137|Campo de la Cruz|municipio|100|25218|25968|252.19|259.69|08|ATLÁNTICO|10.379871565966694|-74.88192651114727
08141|Candelaria|municipio|136|17839|18323|131.38|134.96|08|ATLÁNTICO|10.459783068316169|-74.88125224834953
08296|Galapa|municipio|98|69022|71224|707.82|730.40|08|ATLÁNTICO|10.899645173179108|-74.88619203559703
08372|Juan de Acosta|municipio|168|23730|24506|141.31|145.93|08|ATLÁNTICO|10.829190501390851|-75.0359429727773
08421|Luruaco|municipio|224|31388|32257|139.91|143.80|08|ATLÁNTICO|10.610421697523464|-75.14324593883485
08433|Malambo|municipio|98|144883|149515|1479.25|1526.55|08|ATLÁNTICO|10.857592485359877|-74.77468411530258
08436|Manatí|municipio|214|22014|22669|102.73|105.79|08|ATLÁNTICO|10.449238826462924|-74.95947457374507
08520|Palmar de Varela|municipio|92|32573|33564|352.76|363.49|08|ATLÁNTICO|10.740601989086327|-74.75554942150644
08549|Piojó|municipio|253|7374|7574|29.15|29.95|08|ATLÁNTICO|10.748718956741547|-75.10777295040769
08558|Polonuevo|municipio|74|20317|20865|275.06|282.48|08|ATLÁNTICO|10.777497046952663|-74.8530673970929
08560|Ponedera|municipio|207|26872|27790|130.11|134.55|08|ATLÁNTICO|10.641770629786864|-74.75362011283909
08573|Puerto Colombia|municipio|70|55835|57758|802.10|829.73|08|ATLÁNTICO|10.991383510443393|-74.95628676940662
08606|Repelón|municipio|359|29193|30001|81.42|83.68|08|ATLÁNTICO|10.49476744605206|-75.12370930106897
08634|Sabanagrande|municipio|43|36547|37730|847.74|875.18|08|ATLÁNTICO|10.789668379296643|-74.75539436591214
08638|Sabanalarga|municipio|396|104983|108481|265.19|274.02|08|ATLÁNTICO|10.632447527143066|-74.92029225289093
08675|Santa Lucía|municipio|57|18054|18559|314.71|323.52|08|ATLÁNTICO|10.325579357774712|-74.96105428817988
08685|Santo Tomás|municipio|65|33555|34644|516.21|532.96|08|ATLÁNTICO|10.763375531057498|-74.75653678036066
08758|Soledad|municipio|59|686339|708787|11562.83|11941.02|08|ATLÁNTICO|10.917118979045709|-74.7991504122788
08770|Suan|municipio|43|13274|13671|311.90|321.23|08|ATLÁNTICO|10.333274784265818|-74.8800566538777
08832|Tubará|municipio|182|19362|19757|106.36|108.53|08|ATLÁNTICO|10.8732219084027|-74.97802503261308
08849|Usiacurí|municipio|101|13779|14186|135.91|139.93|08|ATLÁNTICO|10.742844994831925|-74.97833782918751
11001|Bogotá, D.C.|municipio|1623|7937898|7802297|4891.32|4807.77|11|BOGOTÁ, D.C.|4.711098991420385|-74.07223532804608
13001|Cartagena de Indias|municipio|598|1065881|1100267|1783.36|1840.89|13|BOLÍVAR|10.393235522924838|-75.48322967204554
13006|Achí|municipio|952|27510|29099|28.90|30.57|13|BOLÍVAR|8.567670252662932|-74.55580095100152
13030|Altos del Rosario|municipio|304|12279|12877|40.43|42.39|13|BOLÍVAR|8.793072639596645|-74.16103157147194
13042|Arenal|municipio|462|8051|8387|17.43|18.16|13|BOLÍVAR|8.459219749702461|-73.94098279447394
13052|Arjona|municipio|588|76455|79090|130.02|134.50|13|BOLÍVAR|10.25226484034366|-75.34822563196623
13062|Arroyohondo|municipio|164|8872|9109|54.15|55.61|13|BOLÍVAR|10.252389240026188|-75.01993868323439
13074|Barranco de Loba|municipio|431|16421|17297|38.12|40.15|13|BOLÍVAR|8.94813073689456|-74.10655238415131
13140|Calamar|municipio|255|24982|26222|97.83|102.69|13|BOLÍVAR|10.248359426313966|-74.91522024027115
13160|Cantagallo|municipio|881|9148|9439|10.38|10.71|13|BOLÍVAR|7.379717316883307|-73.91759615972336
13188|Cicuco|municipio|133|14845|15257|111.47|114.56|13|BOLÍVAR|9.276942450274882|-74.64169383872922
13212|Córdoba|municipio|597|17685|18542|29.61|31.04|13|BOLÍVAR|9.58660443480364|-74.82710058381706
13222|Clemencia|municipio|85|16365|17242|191.68|201.95|13|BOLÍVAR|10.569002564781325|-75.32579812834663
13244|El Carmen de Bolívar|municipio|946|77061|80356|81.44|84.92|13|BOLÍVAR|9.718018835467284|-75.12102606734514
13248|El Guamo|municipio|383|9549|9974|24.92|26.03|13|BOLÍVAR|10.031326700835542|-74.97605179527909
13268|El Peñón|municipio|319|8209|8544|25.74|26.79|13|BOLÍVAR|8.989708183129244|-73.95010223762205
13300|Hatillo de Loba|municipio|194|13353|13917|68.70|71.61|13|BOLÍVAR|8.956263048936508|-74.07743771058796
13430|Magangué|municipio|1130|147190|153169|130.26|135.55|13|BOLÍVAR|9.241519147823594|-74.75269626514407
13433|Mahates|municipio|432|30573|31830|70.72|73.62|13|BOLÍVAR|10.237004747078515|-75.18847223264191
13440|Margarita|municipio|294|11883|12491|40.46|42.53|13|BOLÍVAR|9.153309973884339|-74.28800528821554
13442|María la Baja|municipio|561|51264|53570|91.33|95.44|13|BOLÍVAR|9.983442309118644|-75.30223951639033
13458|Montecristo|municipio|2093|18500|19285|8.84|9.21|13|BOLÍVAR|8.294760401880856|-74.4751430165863
13468|Santa Cruz de Mompox|municipio|652|49152|51243|75.37|78.58|13|BOLÍVAR|9.239662800090231|-74.42544687486428
13473|Morales|municipio|1348|24959|26218|18.52|19.46|13|BOLÍVAR|8.275399555811875|-73.8684266079118
13490|Norosí|municipio|416|10957|11465|26.30|27.53|13|BOLÍVAR|8.527222651157478|-74.03743465616627
13549|Pinillos|municipio|776|26866|28319|34.64|36.50|13|BOLÍVAR|8.915222321962226|-74.46228023598695
13580|Regidor|municipio|183|7634|8053|41.61|43.90|13|BOLÍVAR|8.665662596967218|-73.82195241467136
13600|Río Viejo|municipio|845|11617|12100|13.74|14.32|13|BOLÍVAR|8.588369492986079|-73.84041275192531
13620|San Cristóbal|municipio|42|8798|9074|208.13|214.67|13|BOLÍVAR|10.394317371328665|-75.06423616018165
13647|San Estanislao|municipio|212|20100|20897|94.97|98.74|13|BOLÍVAR|10.398840182386193|-75.14912822842949
13650|San Fernando|municipio|317|13934|14613|43.91|46.05|13|BOLÍVAR|9.221075893472364|-74.33335548516753
13654|San Jacinto|municipio|443|26099|27101|58.93|61.19|13|BOLÍVAR|9.829745785359949|-75.12285292736755
13655|San Jacinto del Cauca|municipio|570|11175|11659|19.61|20.46|13|BOLÍVAR|8.249727218313804|-74.7200013885019
13657|San Juan Nepomuceno|municipio|631|40621|42277|64.35|66.98|13|BOLÍVAR|9.951607170218665|-75.08372079437954
13667|San Martín de Loba|municipio|450|16176|16865|35.93|37.46|13|BOLÍVAR|8.939733506899811|-74.03912125674962
13670|San Pablo|municipio|2021|29948|31112|14.82|15.39|13|BOLÍVAR|7.477781760757036|-73.9244163914293
13673|Santa Catalina|municipio|173|16156|16911|93.49|97.86|13|BOLÍVAR|10.60501078104706|-75.28851086357064
13683|Santa Rosa|municipio|155|23042|23769|148.97|153.66|13|BOLÍVAR|10.445592260968214|-75.36878318417061
13688|Santa Rosa del Sur|municipio|2383|36335|37606|15.25|15.77|13|BOLÍVAR|7.9630697367334955|-74.05097864566338
13744|Simití|municipio|1355|20209|21013|14.92|15.51|13|BOLÍVAR|7.957156274282577|-73.94636761262473
13760|Soplaviento|municipio|93|11701|12295|126.36|132.77|13|BOLÍVAR|10.390248557305508|-75.13976066292436
13780|Talaigua Nuevo|municipio|249|14092|14661|56.53|58.81|13|BOLÍVAR|9.303480381392577|-74.56797529858318
13810|Tiquisio|municipio|763|19763|20473|25.91|26.84|13|BOLÍVAR|8.555595281710165|-74.26470457354166
13836|Turbaco|municipio|202|116223|119992|575.42|594.08|13|BOLÍVAR|10.334696977535314|-75.41256819374053
13838|Turbana|municipio|191|18037|18683|94.36|97.74|13|BOLÍVAR|10.27318253019457|-75.44303859081624
13873|Villanueva|municipio|137|26130|27005|190.55|196.94|13|BOLÍVAR|10.444215226432199|-75.27483818715861
13894|Zambrano|municipio|309|12970|13449|41.95|43.50|13|BOLÍVAR|9.744655701147583|-74.81640351665666
15001|Tunja|municipio|120|188945|201779|1578.63|1685.86|15|BOYACÁ|5.544652121509272|-73.3578138497595
15022|Almeida|municipio|58|2076|2216|36|38.42|15|BOYACÁ|4.970733825563621|-73.37863432333464
15047|Aquitania|municipio|942|16648|17901|17.67|19|15|BOYACÁ|5.518208651766378|-72.88343205630555
15051|Arcabuco|municipio|138|6392|6879|46.35|49.88|15|BOYACÁ|5.755041163067135|-73.43671533665555
15087|Belén|municipio|163|8070|8687|49.48|53.27|15|BOYACÁ|5.989651430040601|-72.91080700511503
15090|Berbeo|municipio|58|1703|1818|29.36|31.34|15|BOYACÁ|5.227040100279625|-73.12714952891966
15092|Betéitiva|municipio|102|2083|2230|20.44|21.88|15|BOYACÁ|5.911137533908119|-72.80907277646641
15097|Boavita|municipio|145|5487|5883|37.75|40.49|15|BOYACÁ|6.32978258603714|-72.58535974224527
15104|Boyacá|municipio|48|5504|5904|114.61|122.94|15|BOYACÁ|5.45453362885332|-73.36199612291439
15106|Briceño|municipio|65|2331|2523|36.07|39.06|15|BOYACÁ|5.690569888487606|-73.92314643614748
15109|Buenavista|municipio|110|4732|5074|42.96|46.06|15|BOYACÁ|5.511958939235667|-73.9416773452119
15114|Busbanzá|municipio|25|1219|1287|48.08|50.76|15|BOYACÁ|5.830404105130933|-72.88386471835176
15131|Caldas|municipio|79|3361|3625|42.56|45.91|15|BOYACÁ|5.5543742362892505|-73.86519506521246
15135|Campohermoso|municipio|299|3320|3578|11.11|11.98|15|BOYACÁ|5.031058061484768|-73.10386815811925
15162|Cerinza|municipio|64|3991|4268|62.77|67.13|15|BOYACÁ|5.956477085559757|-72.94885148549832
15172|Chinavita|municipio|136|3436|3674|25.20|26.94|15|BOYACÁ|5.166623688977558|-73.36876982876285
15176|Chiquinquirá|municipio|165|61289|65570|371.42|397.36|15|BOYACÁ|5.615243540976909|-73.81963433870912
15180|Chiscas|municipio|659|4234|4542|6.43|6.88|15|BOYACÁ|6.552737344153009|-72.49946186781075
15183|Chita|municipio|677|8475|9100|12.51|13.43|15|BOYACÁ|6.1874497157047745|-72.47326557324787
15185|Chitaraque|municipio|159|6306|6762|39.78|42.65|15|BOYACÁ|6.027576816371368|-73.44664288266773
15187|Chivatá|municipio|50|3012|3252|60.81|65.65|15|BOYACÁ|5.558574467423203|-73.28281993521522
15189|Ciénega|municipio|54|5007|5357|92.74|99.22|15|BOYACÁ|5.408878459518637|-73.2961057668979
15204|Cómbita|municipio|145|14183|15262|97.63|105.06|15|BOYACÁ|5.634290640168685|-73.32319107936121
15212|Coper|municipio|150|3881|4164|25.90|27.78|15|BOYACÁ|5.4751309789992675|-74.04512481589379
15215|Corrales|municipio|61|2698|2899|44.34|47.64|15|BOYACÁ|5.828304818993662|-72.84473257253286
15218|Covarachía|municipio|102|2967|3184|28.97|31.07|15|BOYACÁ|6.500159560111374|-72.73910157072861
15223|Cubará|municipio|1178|11392|12213|9.67|10.37|15|BOYACÁ|7.002081423855647|-72.10821935945506
15224|Cucaita|municipio|42|4047|4365|96.06|103.61|15|BOYACÁ|5.543437761119535|-73.45478281222017
15226|Cuítiva|municipio|44|1944|2072|44.05|46.95|15|BOYACÁ|5.580515503643618|-72.96602083061364
15232|Chíquiza|municipio|117|5061|5464|43.44|46.90|15|BOYACÁ|5.639686415490562|-73.44957727536102
15236|Chivor|municipio|109|2698|2884|24.83|26.54|15|BOYACÁ|4.88783320047785|-73.3669147498811
15238|Duitama|municipio|234|134091|143367|572.98|612.62|15|BOYACÁ|5.8268538844936755|-73.03293608364373
15244|El Cocuy|municipio|238|4477|4791|18.78|20.10|15|BOYACÁ|6.408897819144567|-72.44544702904734
15248|El Espino|municipio|69|3269|3525|47.10|50.79|15|BOYACÁ|6.48292605752333|-72.49678674047743
15272|Firavitoba|municipio|109|7261|7799|66.40|71.33|15|BOYACÁ|5.668905551329548|-72.99409638173736
15276|Floresta|municipio|88|3493|3728|39.64|42.30|15|BOYACÁ|5.8590271466595745|-72.91965734081775
15293|Gachantivá|municipio|88|3009|3214|34.13|36.45|15|BOYACÁ|5.7521597757396|-73.54968044512057
15296|Gámeza|municipio|124|5203|5604|42.07|45.31|15|BOYACÁ|5.80258418936535|-72.80614079028278
15299|Garagoa|municipio|194|19582|21048|101.19|108.77|15|BOYACÁ|5.082435791088374|-73.36485195152588
15317|Guacamayas|municipio|58|1983|2119|34.40|36.75|15|BOYACÁ|6.459330137129847|-72.49996675467794
15322|Guateque|municipio|36|11631|12479|321.83|345.30|15|BOYACÁ|5.0063282688086534|-73.47129207123713
15325|Guayatá|municipio|100|3579|3829|35.80|38.30|15|BOYACÁ|4.966533242932359|-73.49025040615123
15332|Güicán de la Sierra|municipio|952|4570|4912|4.80|5.16|15|BOYACÁ|6.463025537611531|-72.41186741119041
15362|Iza|municipio|34|2125|2265|62.05|66.14|15|BOYACÁ|5.61288310648083|-72.98027534288173
